salary,age,city_type,risk_appetite,years_to_retirement,basic_salary,hra_received,special_allowance,bonus,employer_pf,is_rented,rent_paid,existing_80C,existing_80D,existing_NPS,existing_80G,has_home_loan,home_loan_interest,has_education_loan,education_loan_interest,parent_senior,has_girl_child,gap_80C,gap_80D,gap_NPS,suggest_80C_topup,suggest_80D,suggest_NPS,best_80C_instrument,recommended_regime
2769146,57,1,3,3,1333018,579561,315396,141302,21600,0,0,37044,24381,37544,49976,0,0,0,0,0,0,112956,619,12456,1,1,1,NSC,0
2327320,31,0,1,29,1122722,351384,239560,86599,21600,1,295488,93526,18233,35517,13156,0,0,0,0,0,0,56474,6767,14483,1,1,1,PPF,1
1831064,57,1,3,3,822426,262858,266126,155857,21600,0,0,78077,8712,9168,3551,0,0,0,0,0,0,71923,16288,40832,1,1,1,NSC,0
3141011,46,0,2,14,1180433,641099,420448,59939,21600,0,0,126374,67450,23749,19456,0,0,0,0,1,0,23626,7550,26251,1,1,1,PPF,1
1858141,38,0,1,22,835739,283592,175157,170514,21600,1,380784,34998,4287,12112,39874,0,0,0,0,0,0,115002,20713,37888,1,1,1,PPF,0
2527039,25,0,1,35,1151205,624602,334881,71254,21600,1,303672,70533,56184,17376,40880,0,0,0,0,1,0,79467,18816,32624,1,1,1,PPF,0
1333668,48,1,1,12,657325,234455,247423,129438,21600,1,393576,91649,64887,19477,17266,0,0,0,0,1,0,58351,10113,30523,1,1,1,FD,1
1859757,24,1,3,36,696334,241438,153198,87188,21600,0,0,147595,1424,19552,10808,1,50887,0,0,0,0,2405,23576,30448,1,1,1,ELSS,1
2885917,40,1,1,20,1435187,712161,484887,40238,21600,1,356436,104245,24028,37623,22931,0,0,0,0,0,0,45755,972,12377,1,1,1,PPF,1
1924777,29,0,2,31,706384,283189,324413,162733,21600,1,326304,126155,7162,45833,22625,0,0,0,0,0,1,23845,17838,4167,1,1,1,SSY,1
1813083,45,1,3,15,655134,352367,209728,20031,21600,1,411204,26990,16193,30109,19233,0,0,0,0,0,0,123010,8807,19891,1,1,1,PPF,0
1087738,31,1,2,29,421420,126638,109741,15280,21600,1,245256,48442,4757,2994,47994,1,143027,0,0,0,0,101558,20243,47006,1,1,1,ELSS,0
2122744,49,1,2,11,1042156,370091,354683,157231,21600,1,431772,73903,70821,43664,37705,0,0,0,0,1,0,76097,4179,6336,1,1,1,PPF,1
2054867,42,1,2,18,942191,284789,309739,151227,21600,1,184908,4017,10451,28327,10278,0,0,1,72943,0,0,145983,14549,21673,1,1,1,PPF,0
1968531,54,0,1,6,824501,398385,300806,158948,21600,0,0,58671,17910,26249,1361,1,186355,1,24924,0,0,91329,7090,23751,1,1,1,NSC,0
3034583,24,1,2,36,1093265,429410,578063,212827,21600,1,519072,85947,11035,19296,26293,1,199329,0,0,0,0,64053,13965,30704,1,1,1,ELSS,0
1347380,23,1,1,37,561024,259378,259173,10348,21600,1,189012,46218,7352,13516,23299,0,0,0,0,0,0,103782,17648,36484,1,1,1,PPF,0
1815331,49,0,3,11,706228,240027,180181,15355,21600,0,0,149524,16625,31174,35436,1,197026,0,0,0,0,476,8375,18826,1,1,1,PPF,0
836644,22,0,1,38,337613,131144,150116,79242,21600,0,0,133663,12127,48516,26147,0,0,0,0,0,0,16337,12873,1484,1,1,1,PPF,1
361753,37,1,1,23,153915,53634,66221,29386,18469,1,354324,16322,14749,6968,27518,0,0,0,0,0,0,133678,10251,43032,1,1,1,PPF,0
2629228,53,1,1,7,921015,441796,441416,162465,21600,0,0,64925,8912,4733,30954,0,0,1,31113,0,0,85075,16088,45267,1,1,1,NSC,0
783442,57,0,1,3,302846,111114,94233,70452,21600,1,520752,8328,15534,19744,19389,1,150546,0,0,0,0,141672,9466,30256,1,1,1,NSC,0
3155913,22,0,1,38,1115051,597977,516292,187727,21600,1,505896,84607,21335,48409,6160,0,0,0,0,0,0,65393,3665,1591,1,1,1,PPF,1
1017104,24,0,2,36,476934,151312,139252,68432,21600,1,187860,140431,3893,39579,42056,0,0,0,0,0,0,9569,21107,10421,1,1,1,ELSS,1
726488,43,1,2,17,303449,104951,132654,76940,21600,1,105168,43949,4637,34872,42215,0,0,0,0,0,0,106051,20363,15128,1,1,1,PPF,0
2736831,29,1,2,31,985217,455248,243284,123311,21600,1,88584,79698,16386,46773,8397,0,0,0,0,0,1,70302,8614,3227,1,1,1,SSY,1
2162205,25,1,2,35,759484,269173,344660,125578,21600,0,0,148961,22844,44535,13006,0,0,0,0,0,0,1039,2156,5465,1,1,1,ELSS,1
1544360,58,1,2,2,543914,191354,255727,71649,21600,1,488520,123099,1925,35740,11705,1,67374,0,0,0,0,26901,23075,14260,1,1,1,NSC,0
2258691,58,1,3,2,1032033,409255,340205,50243,21600,1,187500,6859,8841,43307,45450,0,0,0,0,0,0,143141,16159,6693,1,1,1,NSC,0
2446674,47,1,3,13,1052039,483086,415415,66072,21600,1,329940,37019,12180,48908,922,0,0,0,0,0,0,112981,12820,1092,1,1,1,PPF,0
2118036,36,1,2,24,987109,480682,207722,55212,21600,1,73116,80764,20884,25183,16034,1,166525,0,0,1,0,69236,54116,24817,1,1,1,ELSS,0
1476792,50,1,2,10,696908,332222,289557,146495,21600,1,464688,64286,9306,39391,14908,1,87228,0,0,0,0,85714,15694,10609,1,1,1,NSC,0
1639022,37,1,1,23,766342,338374,192639,128697,21600,0,0,43469,919,41073,17375,0,0,0,0,0,0,106531,24081,8927,1,1,1,PPF,0
1956042,56,1,2,4,704956,323984,328537,158703,21600,0,0,113711,18642,11094,22423,0,0,0,0,0,0,36289,6358,38906,1,1,1,NSC,1
1859067,26,1,2,34,890784,369935,358412,112437,21600,1,430896,19610,13878,39605,7031,1,86182,0,0,0,0,130390,11122,10395,1,1,1,ELSS,0
2940728,31,1,2,29,1119314,347642,439836,159826,21600,1,114348,12192,74102,7226,37930,0,0,0,0,1,0,137808,898,42774,1,1,1,ELSS,0
959987,51,1,2,9,420162,213630,150822,9049,21600,1,329268,118570,14995,23559,45351,0,0,1,61539,1,1,31430,60005,26441,1,1,1,SSY,0
788051,37,1,2,23,356607,140453,138703,83651,21600,0,0,115945,16848,46830,39542,0,0,1,19076,0,1,34055,8152,3170,1,1,1,SSY,1
331085,41,0,2,19,160173,60307,48412,31363,19220,1,364056,32101,2775,45961,31647,0,0,0,0,0,0,117899,22225,4039,1,1,1,PPF,0
2106210,58,1,3,2,989379,377510,244164,58764,21600,0,0,146480,23971,17420,16351,1,94825,0,0,0,0,3520,1029,32580,1,1,1,NSC,0
2179262,39,0,3,21,921131,345981,321678,210204,21600,0,0,45541,1289,1447,19583,0,0,0,0,0,0,104459,23711,48553,1,1,1,PPF,0
1171535,44,0,2,16,420050,169973,158171,101924,21600,1,396216,54219,13223,8080,21902,0,0,0,0,0,0,95781,11777,41920,1,1,1,PPF,0
1931734,34,1,3,26,817913,397023,268720,112005,21600,1,437760,23569,11151,5558,44739,0,0,0,0,0,0,126431,13849,44442,1,1,1,ELSS,0
858988,38,1,2,22,412692,165363,168729,96102,21600,1,237852,3262,1445,16436,9949,1,56901,0,0,0,0,146738,23555,33564,1,1,1,ELSS,0
2667893,53,1,3,7,1083650,541210,331050,27858,21600,1,205200,57021,16691,19800,26910,0,0,1,29942,0,0,92979,8309,30200,1,1,1,NSC,0
583006,43,1,2,17,236980,84842,65205,38781,21600,0,0,16279,3129,38215,38897,1,155750,0,0,0,0,133721,21871,11785,1,1,1,PPF,0
2489063,47,1,2,13,1133452,514375,426254,153203,21600,1,404208,49649,1756,30957,33885,0,0,0,0,0,0,100351,23244,19043,1,1,1,PPF,0
1150525,42,0,2,18,483507,238556,109079,86471,21600,0,0,67384,2696,34485,19456,1,96922,0,0,0,0,82616,22304,15515,1,1,1,PPF,0
1046760,53,0,2,7,410494,140952,131441,100670,21600,1,405720,113502,22800,43423,41692,1,78054,1,55397,0,0,36498,2200,6577,1,1,1,NSC,0
3458961,58,1,2,2,1427815,532759,414607,121939,21600,0,0,41830,4763,10234,9221,0,0,0,0,0,0,108170,20237,39766,1,1,1,NSC,0
2245537,58,1,2,2,1110427,335983,372592,190308,21600,1,134712,25954,22253,24423,30391,0,0,0,0,0,0,124046,2747,25577,1,1,1,NSC,0
2933937,54,1,1,6,1054079,340562,292029,209558,21600,0,0,105982,5698,1273,27543,0,0,0,0,0,1,44018,19302,48727,1,1,1,SSY,1
1161465,41,1,2,19,538405,169006,93875,29610,21600,1,247692,79534,6305,32726,18782,0,0,0,0,1,0,70466,68695,17274,1,1,1,PPF,0
946275,44,0,1,16,464652,209534,173713,93396,21600,0,0,93664,13171,38652,27790,1,69309,0,0,0,0,56336,11829,11348,1,1,1,PPF,0
1374477,46,0,1,14,551981,266744,218595,153648,21600,1,93276,45927,9878,42946,10377,0,0,0,0,0,1,104073,15122,7054,1,1,1,SSY,0
1928662,32,1,1,28,709374,386709,203982,15560,21600,1,348000,145083,2866,47133,5898,0,0,0,0,0,0,4917,22134,2867,1,1,1,PPF,1
3086905,34,1,1,26,1535843,560456,606165,159741,21600,0,0,132659,54710,21031,26212,0,0,0,0,1,0,17341,20290,28969,1,1,1,PPF,1
2375838,42,1,1,18,887958,277883,348956,44485,21600,1,67068,117509,61602,6509,40461,0,0,0,0,1,0,32491,13398,43491,1,1,1,PPF,1
1938197,48,1,1,12,875832,279514,252917,139941,21600,1,268428,142867,4485,41669,2618,0,0,1,115232,0,0,7133,20515,8331,1,1,1,FD,0
1878232,35,1,1,25,875323,272234,306527,146104,21600,0,0,75426,8095,45487,10283,1,112780,0,0,0,0,74574,16905,4513,1,1,1,PPF,0
2248010,22,1,3,38,880579,311935,257533,150075,21600,0,0,96143,13699,37292,47961,0,0,1,23598,0,0,53857,11301,12708,1,1,1,ELSS,1
411362,29,1,2,31,198657,105998,78146,31366,21600,1,290748,75209,27877,31601,38084,1,197878,0,0,1,0,74791,47123,18399,1,1,1,ELSS,0
1385610,44,1,2,16,563743,298087,152611,140369,21600,1,114624,140489,58579,41989,2671,1,128270,0,0,1,0,9511,16421,8011,1,1,1,PPF,0
2531946,38,1,1,22,1211735,612055,336416,40228,21600,1,290280,54786,13704,2123,25174,0,0,0,0,0,0,95214,11296,47877,1,1,1,PPF,0
528584,30,0,2,30,228331,92313,52449,10842,21600,1,293760,132681,717,19945,25592,0,0,0,0,0,0,17319,24283,30055,1,1,1,ELSS,1
1486430,46,1,2,14,525536,267359,292771,24162,21600,0,0,5695,6401,47947,47224,0,0,0,0,0,0,144305,18599,2053,1,1,1,PPF,0
1714474,37,1,2,23,602972,299582,200202,8282,21600,1,427140,136949,6785,48601,4922,0,0,0,0,0,0,13051,18215,1399,1,1,1,ELSS,1
2346023,28,0,2,32,965562,329096,250118,89398,21600,0,0,25095,5956,49241,37583,0,0,0,0,0,0,124905,19044,759,1,1,1,ELSS,0
2363534,33,0,1,27,1135902,556332,395427,137385,21600,1,352056,12748,21097,3092,22692,1,180035,0,0,0,0,137252,3903,46908,1,1,1,PPF,0
2477304,27,0,2,33,1174498,524072,298524,238668,21600,0,0,83829,6364,35349,691,1,107062,0,0,0,0,66171,18636,14651,1,1,1,ELSS,0
3066373,27,1,3,33,1121798,349242,486836,196917,21600,0,0,116547,11563,30497,31308,1,103865,0,0,0,0,33453,13437,19503,1,1,1,ELSS,0
697891,40,0,2,20,311039,169918,120149,36376,21600,1,481572,90071,38751,16527,40975,0,0,1,13178,1,0,59929,36249,33473,1,1,1,ELSS,0
2953271,22,0,1,38,1145980,478718,410705,69109,21600,1,320208,88774,21889,30313,32535,0,0,0,0,0,0,61226,3111,19687,1,1,1,PPF,1
3400618,32,1,1,28,1497878,704950,506838,175089,21600,0,0,114456,4873,8635,33065,0,0,0,0,0,0,35544,20127,41365,1,1,1,PPF,1
334152,58,1,1,2,122639,67356,34088,23824,14716,1,312804,51033,12488,25097,42847,1,136803,0,0,0,0,98967,12512,24903,1,1,1,NSC,0
779809,22,1,2,38,367156,146668,137805,55399,21600,0,0,111462,16663,27540,19053,0,0,0,0,0,0,38538,8337,22460,1,1,1,ELSS,1
893805,55,1,2,5,352161,151910,146351,96559,21600,1,390768,28835,7697,14629,8386,0,0,0,0,0,0,121165,17303,35371,1,1,1,NSC,0
2931055,26,1,2,34,1346282,512775,468402,195763,21600,0,0,81422,22059,25256,30005,1,83377,0,0,0,0,68578,2941,24744,1,1,1,ELSS,0
3351290,44,1,3,16,1530938,595763,370444,5186,21600,1,71220,43298,15560,48924,16709,1,90542,0,0,0,0,106702,9440,1076,1,1,1,PPF,0
3263372,26,0,1,34,1189488,409450,647715,173913,21600,1,425100,68111,6754,28179,34754,1,139524,0,0,0,0,81889,18246,21821,1,1,1,PPF,0
1846064,23,1,2,37,821238,272717,275837,153612,21600,1,490944,79526,14083,16626,20469,1,188202,0,0,0,0,70474,10917,33374,1,1,1,ELSS,0
800364,34,0,1,26,382168,133400,76087,92536,21600,0,0,56396,923,13331,20690,1,89346,0,0,0,0,93604,24077,36669,1,1,1,PPF,0
2016190,35,0,1,25,787862,314980,306120,157976,21600,0,0,143687,1466,30771,18350,0,0,0,0,1,0,6313,73534,19229,1,1,1,PPF,1
1851676,25,0,2,35,901212,275080,218299,12639,21600,1,307164,15989,9290,38367,14342,0,0,0,0,0,0,134011,15710,11633,1,1,1,ELSS,0
985493,44,1,1,16,465512,193970,87912,19637,21600,0,0,33040,13007,18157,32157,1,195486,0,0,0,0,116960,11993,31843,1,1,1,PPF,0
2248888,44,1,2,16,848005,310045,321660,30011,21600,1,483936,5867,15284,33979,9121,0,0,0,0,0,0,144133,9716,16021,1,1,1,PPF,0
612579,22,0,2,38,237765,88892,87964,49868,21600,1,66084,11618,8750,16122,7354,0,0,0,0,0,0,138382,16250,33878,1,1,1,ELSS,0
1270278,47,1,2,13,595393,314931,156466,46792,21600,0,0,104700,8448,43390,49593,1,55209,0,0,0,0,45300,16552,6610,1,1,1,PPF,0
1959461,29,1,2,31,688895,360820,191825,184798,21600,1,298536,148725,16788,42742,26140,0,0,0,0,0,1,1275,8212,7258,1,1,1,SSY,1
2028782,23,1,2,37,984690,389744,214969,107747,21600,0,0,41850,13009,27843,29793,1,198929,0,0,0,0,108150,11991,22157,1,1,1,ELSS,0
2874469,46,1,1,14,1077047,434891,234900,164995,21600,0,0,126613,6559,40388,19158,1,156975,0,0,0,1,23387,18441,9612,1,1,1,SSY,0
426202,36,1,1,24,164780,74068,53791,43718,19773,1,294264,140167,23047,20470,43129,0,0,0,0,0,0,9833,1953,29530,1,1,1,PPF,1
2524724,24,0,2,36,1094924,591201,216730,29693,21600,0,0,44439,22640,14308,26027,0,0,1,19837,0,1,105561,2360,35692,1,1,1,SSY,0
1059495,46,1,3,14,478980,163580,92274,87818,21600,1,392064,52413,65066,27281,48442,0,0,0,0,1,0,97587,9934,22719,1,1,1,PPF,0
1236114,48,1,2,12,436759,238966,105034,143557,21600,1,524148,32230,19037,27052,3340,0,0,0,0,0,0,117770,5963,22948,1,1,1,PPF,0
1767217,39,1,2,21,637806,236084,215587,165925,21600,1,518352,29709,12661,14892,9643,0,0,0,0,0,1,120291,12339,35108,1,1,1,SSY,0
2125706,43,0,3,17,877920,390314,382443,205130,21600,1,123552,145817,5730,13921,32894,0,0,0,0,0,0,4183,19270,36079,1,1,1,PPF,1
1999660,44,1,1,16,998054,302180,335184,137206,21600,1,405072,71576,19944,10304,30341,0,0,0,0,0,0,78424,5056,39696,1,1,1,PPF,0
2035594,44,1,3,16,912730,319184,239795,54863,21600,0,0,102834,17065,21638,1073,0,0,0,0,0,0,47166,7935,28362,1,1,1,PPF,1
2373946,30,1,2,30,877352,359832,280307,259793,21600,0,0,51137,9713,8488,34949,1,155468,0,0,0,0,98863,15287,41512,1,1,1,ELSS,0
2485132,32,1,3,28,903875,412547,362987,121482,21600,1,329988,102552,18860,4603,27773,0,0,1,101873,0,0,47448,6140,45397,1,1,1,ELSS,0
365756,40,1,2,20,145978,49801,37212,34704,17517,1,359040,81788,8236,40581,34836,0,0,0,0,0,0,68212,16764,9419,1,1,1,ELSS,1
2534415,52,0,2,8,1039229,522697,206969,197495,21600,1,135564,58755,16655,8334,24162,0,0,0,0,0,0,91245,8345,41666,1,1,1,NSC,0
2269412,41,1,3,19,1044809,367877,217753,173879,21600,0,0,115828,59658,38498,43492,0,0,1,22940,1,0,34172,15342,11502,1,1,1,PPF,1
680171,58,0,3,2,279960,98664,134121,52694,21600,1,62136,17118,22616,798,7601,0,0,0,0,1,0,132882,52384,49202,1,1,1,NSC,0
1871480,34,1,2,26,696347,244867,220071,142846,21600,1,538404,131965,1390,19773,4239,1,118968,0,0,0,0,18035,23610,30227,1,1,1,ELSS,0
1598648,56,1,1,4,640875,202265,221158,20912,21600,0,0,1577,28350,41932,33798,1,60785,0,0,1,0,148423,46650,8068,1,1,1,NSC,0
3245541,45,0,3,15,1461803,523062,354505,119194,21600,0,0,13386,21692,6221,23474,1,162660,0,0,0,0,136614,3308,43779,1,1,1,PPF,0
1465158,51,1,3,9,689337,376819,222324,14411,21600,1,302556,71916,615,463,31973,0,0,0,0,0,0,78084,24385,49537,1,1,1,NSC,0
1329242,32,1,2,28,526620,220811,232840,156516,21600,1,519996,8802,8307,40205,33214,0,0,1,40480,0,0,141198,16693,9795,1,1,1,ELSS,0
2580315,45,0,2,15,930558,360543,473486,72168,21600,1,314172,86988,5480,40801,33751,1,191215,1,77443,0,0,63012,19520,9199,1,1,1,PPF,0
1640144,34,1,2,26,702115,287983,304393,99495,21600,1,312348,83981,20871,48474,14645,0,0,0,0,0,0,66019,4129,1526,1,1,1,ELSS,1
447032,51,1,2,9,211463,97735,58237,24570,21600,0,0,137126,48517,10832,29670,1,139156,1,77087,1,0,12874,26483,39168,1,1,1,NSC,0
2182930,58,0,2,2,1063633,543484,369079,43959,21600,0,0,140896,23488,39008,49664,0,0,0,0,0,0,9104,1512,10992,1,1,1,NSC,1
1155121,48,0,2,12,410459,225170,124669,7461,21600,0,0,74807,14348,11703,13329,0,0,0,0,0,0,75193,10652,38297,1,1,1,PPF,0
2958492,38,1,3,22,1239933,678503,408235,350366,21600,1,507996,126457,16576,39405,28464,1,117946,0,0,0,0,23543,8424,10595,1,1,1,PPF,0
2366905,35,1,1,25,834905,439188,208850,281724,21600,1,115572,44462,61382,24658,37845,0,0,0,0,1,0,105538,13618,25342,1,1,1,PPF,0
2029122,51,1,3,9,873651,445561,244953,172613,21600,1,469020,119181,27094,46040,1230,1,51301,0,0,1,0,30819,47906,3960,1,1,1,NSC,0
2038614,40,0,1,20,977918,322385,205135,116574,21600,1,164196,32634,60,9269,23065,0,0,0,0,1,0,117366,74940,40731,1,1,1,PPF,0
1267241,38,1,3,22,498463,196525,161191,82809,21600,0,0,101010,1,41993,24700,0,0,0,0,0,0,48990,24999,8007,1,1,1,PPF,1
2140277,53,1,2,7,1003724,356449,218983,244201,21600,0,0,82987,16410,6937,39886,0,0,1,48106,0,0,67013,8590,43063,1,1,1,NSC,0
2507928,26,0,3,34,1021334,504343,303737,188897,21600,0,0,107041,13920,23110,10754,1,171118,0,0,0,1,42959,11080,26890,1,1,1,SSY,0
3210086,22,1,2,38,1520685,718071,469418,93158,21600,1,305544,136873,14130,14271,16075,0,0,0,0,1,0,13127,60870,35729,1,1,1,ELSS,1
1147374,48,1,1,12,466675,200354,148668,27446,21600,1,71904,72394,2121,27160,45156,0,0,0,0,0,0,77606,22879,22840,1,1,1,FD,0
304136,45,0,1,15,106723,44926,28828,11229,12806,1,340140,51567,19385,18122,1364,0,0,1,42919,0,1,98433,5615,31878,1,1,1,SSY,0
1930060,38,0,1,22,783242,383754,232878,220504,21600,1,156660,32363,63752,11468,32922,0,0,0,0,1,0,117637,11248,38532,1,1,1,PPF,0
3483122,47,1,2,13,1451513,612918,425630,380168,21600,1,504480,57986,5994,23600,29238,1,155315,1,56854,0,1,92014,19006,26400,1,1,1,SSY,0
1816589,57,1,3,3,745312,349133,243499,163266,21600,1,525588,37011,13647,27718,44264,0,0,0,0,0,0,112989,11353,22282,1,1,1,NSC,0
3438893,28,1,1,32,1477704,589521,528139,332445,21600,0,0,21209,8747,22432,15116,0,0,0,0,0,0,128791,16253,27568,1,1,1,PPF,0
3374795,47,1,2,13,1362385,522359,426990,56035,21600,1,75588,120506,6701,4994,29878,0,0,0,0,0,0,29494,18299,45006,1,1,1,PPF,1
1684525,37,0,3,23,634665,207560,304988,124142,21600,0,0,106471,5190,4575,40495,0,0,0,0,0,0,43529,19810,45425,1,1,1,PPF,1
1347146,58,1,3,2,504943,240681,194314,102704,21600,0,0,64016,13465,37268,1172,1,156311,1,29324,0,0,85984,11535,12732,1,1,1,NSC,0
2893398,35,0,2,25,1243679,628568,266671,274950,21600,1,302688,105227,20995,46476,30825,0,0,1,70241,0,0,44773,4005,3524,1,1,1,ELSS,0
695460,40,1,3,20,312958,142660,105915,40875,21600,1,80088,76411,11572,739,1545,1,190399,0,0,0,0,73589,13428,49261,1,1,1,PPF,0
323004,33,1,3,27,119681,37990,60469,15032,14361,0,0,111001,13733,21797,1269,1,127909,0,0,0,0,38999,11267,28203,1,1,1,ELSS,0
2937174,27,1,2,33,1456454,625550,451450,83395,21600,1,354036,133851,21304,755,39263,1,101482,0,0,0,0,16149,3696,49245,1,1,1,ELSS,0
1126547,53,1,2,7,466100,184445,187332,74016,21600,1,333420,78353,31406,23456,23777,0,0,1,33548,1,0,71647,43594,26544,1,1,1,NSC,0
2853589,39,0,1,21,1041343,511975,559169,332183,21600,1,464520,142226,6353,29412,21341,0,0,0,0,0,0,7774,18647,20588,1,1,1,PPF,1
3170581,37,0,3,23,1543819,698718,461537,95020,21600,0,0,60282,15033,9465,3326,0,0,0,0,0,0,89718,9967,40535,1,1,1,PPF,0
2879025,34,1,2,26,1375145,531445,242488,257792,21600,1,96528,5636,11593,48947,2892,0,0,0,0,0,0,144364,13407,1053,1,1,1,ELSS,0
1349230,28,1,2,32,625324,261722,144495,99835,21600,0,0,87892,23023,39148,17392,1,101660,0,0,0,0,62108,1977,10852,1,1,1,ELSS,0
2060399,51,1,2,9,731780,301095,366748,218873,21600,0,0,141835,3908,27573,19187,0,0,0,0,0,0,8165,21092,22427,1,1,1,NSC,1
2031041,55,1,3,5,996687,367669,243442,170804,21600,1,364116,88370,13994,39288,33422,0,0,0,0,0,0,61630,11006,10712,1,1,1,NSC,1
2466354,31,0,3,29,1224526,482831,434622,128604,21600,1,510252,105386,4002,5629,27710,0,0,0,0,0,0,44614,20998,44371,1,1,1,ELSS,1
1514413,25,1,1,35,740012,264625,173717,67122,21600,1,285588,114938,15194,4951,40866,0,0,0,0,0,0,35062,9806,45049,1,1,1,PPF,1
553017,44,1,2,16,194165,91826,88129,2548,21600,1,91284,91186,5930,32353,36790,1,146952,0,0,0,0,58814,19070,17647,1,1,1,PPF,0
765806,48,1,2,12,348116,111677,140567,44161,21600,0,0,148790,21972,18231,39619,1,114926,0,0,0,1,1210,3028,31769,1,1,1,SSY,0
1351893,41,0,3,19,568350,292395,157615,31257,21600,0,0,33635,13779,15155,40978,0,0,0,0,0,0,116365,11221,34845,1,1,1,PPF,0
1027467,25,0,3,35,410354,128490,137709,31409,21600,1,221268,19122,23956,17264,44774,0,0,0,0,0,0,130878,1044,32736,1,1,1,ELSS,0
779280,30,0,1,30,382138,158306,89485,52548,21600,0,0,37879,6752,49597,39132,1,131515,0,0,0,0,112121,18248,403,1,1,1,PPF,0
3331301,22,1,2,38,1631170,509947,485292,355959,21600,0,0,83732,71260,28690,1407,0,0,0,0,1,0,66268,3740,21310,1,1,1,ELSS,1
1499529,42,0,2,18,539208,171782,140721,156493,21600,1,420756,22486,13509,38258,31692,0,0,0,0,0,0,127514,11491,11742,1,1,1,PPF,0
1228252,23,1,2,37,603508,299973,101803,78726,21600,1,373536,31556,21969,21876,8949,0,0,0,0,0,0,118444,3031,28124,1,1,1,ELSS,0
1896963,25,1,3,35,728602,317631,309956,117270,21600,1,164640,58655,14606,42907,34812,0,0,0,0,0,0,91345,10394,7093,1,1,1,ELSS,1
690508,33,1,1,27,256545,88854,70326,42496,21600,1,146328,121361,66214,30640,33756,0,0,0,0,1,0,28639,8786,19360,1,1,1,PPF,1
498110,55,0,1,5,239122,86322,97633,57270,21600,0,0,126683,9219,6310,36307,0,0,1,94161,0,0,23317,15781,43690,1,1,1,NSC,0
3321034,35,1,1,25,1186918,470698,406550,125787,21600,1,528528,92969,6523,21387,47761,1,79661,0,0,0,0,57031,18477,28613,1,1,1,PPF,0
1154032,25,1,1,35,489778,147884,160469,136612,21600,0,0,139681,35371,44814,17485,1,192692,0,0,1,0,10319,39629,5186,1,1,1,PPF,0
1699298,43,1,1,17,650854,236582,314919,18263,21600,1,515268,57042,16708,26569,28552,0,0,0,0,0,0,92958,8292,23431,1,1,1,PPF,0
1555959,25,1,2,35,711837,277378,174477,80704,21600,0,0,90925,845,33932,45722,0,0,0,0,0,0,59075,24155,16068,1,1,1,ELSS,1
1840450,38,1,1,22,835576,410736,214396,179251,21600,0,0,84363,14419,11814,33804,0,0,0,0,0,0,65637,10581,38186,1,1,1,PPF,1
1618155,34,1,1,26,633022,264988,194264,112490,21600,1,378060,36713,54387,43169,7746,0,0,0,0,1,0,113287,20613,6831,1,1,1,PPF,0
2646988,23,1,1,37,1103596,483921,306401,144549,21600,0,0,54362,21229,19073,36863,1,106920,0,0,0,0,95638,3771,30927,1,1,1,PPF,0
3181904,50,1,3,10,1233850,624249,287110,330733,21600,1,190668,15994,2735,46379,24662,0,0,0,0,0,0,134006,22265,3621,1,1,1,NSC,0
332930,55,1,2,5,148964,77014,59721,25011,17875,0,0,134457,23020,33690,10367,0,0,1,95178,0,0,15543,1980,16310,1,1,1,NSC,0
1555973,26,1,2,34,570848,276279,175843,119332,21600,0,0,47997,7170,13303,6207,0,0,0,0,1,0,102003,67830,36697,1,1,1,ELSS,0
957253,32,1,3,28,344411,174085,150822,74360,21600,0,0,118171,61720,39978,8787,0,0,0,0,1,1,31829,13280,10022,1,1,1,SSY,1
1238193,31,0,2,29,552435,208772,177108,9814,21600,1,464844,28036,14553,5820,14292,0,0,0,0,0,1,121964,10447,44180,1,1,1,SSY,0
2727115,47,0,1,13,1198982,620382,509697,146949,21600,1,258384,122689,16821,43162,3749,0,0,0,0,0,0,27311,8179,6838,1,1,1,FD,1
2483525,46,1,1,14,907186,478794,443212,226507,21600,0,0,49756,24559,48733,38553,1,74143,1,99452,0,0,100244,441,1267,1,1,1,FD,0
3112789,58,0,2,2,1112357,492988,555133,122048,21600,0,0,141822,53463,26572,17948,0,0,0,0,1,0,8178,21537,23428,1,1,1,NSC,1
3211451,29,1,2,31,1184757,393889,517504,330882,21600,1,340428,77225,17331,37528,13436,1,140748,0,0,0,0,72775,7669,12472,1,1,1,ELSS,0
2561556,23,0,2,37,1087596,584666,297121,5891,21600,1,430032,78572,73474,4141,23350,0,0,0,0,1,0,71428,1526,45859,1,1,1,ELSS,1
1288651,47,1,1,13,493994,173898,219645,39182,21600,1,75528,80632,36833,46858,27328,1,111554,1,32340,1,1,69368,38167,3142,1,1,1,SSY,0
1151426,34,1,1,26,500512,181726,218580,36710,21600,1,328464,147631,7169,13288,22398,0,0,1,20737,0,0,2369,17831,36712,1,1,1,PPF,1
1938004,57,0,2,3,916183,351741,288665,119718,21600,1,309432,44565,20183,49770,1132,0,0,0,0,0,0,105435,4817,230,1,1,1,NSC,1
2539155,39,0,2,21,1148715,525173,284213,11885,21600,1,418596,120050,5192,39390,6093,0,0,0,0,0,0,29950,19808,10610,1,1,1,ELSS,1
320655,35,1,3,25,150638,49222,55692,35023,18076,1,307428,120198,24845,24310,37899,0,0,0,0,0,0,29802,155,25690,1,1,1,ELSS,1
